domaine-uby-rose-n-6-17401	2	Conditionnement	3 btle	16,50		-	5,50 €/btle	-	-	
domaine-uby-rose-n-6-17401	3	Conditionnement	6 btle	33,00		-	5,50 €/btle	-	-	
champagne-marteaux-brut-2008-18330	1	Conditionnement	1 btle	24,90		-	24,90 €/btle	-	-	
champagne-marteaux-brut-2008-18330	2	Conditionnement	3 btle	74,70		-	24,90 €/btle	-	-	
champagne-marteaux-brut-2008-18330	3	Conditionnement	6 btle	149,40		-	24,90 €/btle	-	-	
chateau-prieure-lichine-2015-15445	1	Conditionnement	1 btle	38,00		-	38,00 €/btle	-	-	
chateau-prieure-lichine-2015-15445	2	Conditionnement	6 btle	228,00		-	38,00 €/btle	-	-	
chateau-prieure-lichine-2015-15445	3	Conditionnement	12 btle	456,00		-	38,00 €/btle	-	-	
chateau-prieure-lichine-2015-15445	4	Conditionnement	1 Mag	78,00		-	78,00 €/Mag	-	-	
champagne-marteaux-brut-reserve-18328	1	Conditionnement	1 btle	20,00		-	20,00 €/btle	-	-	
champagne-marteaux-brut-reserve-18328	2	Conditionnement	3 btle	54,00		-	18,00 €/btle	-	-	
champagne-marteaux-brut-reserve-18328	3	Conditionnement	6 btle	108,00		-	18,00 €/btle	-	-	
champagne-larmandier-bernier-1er-cru-terre-de-vertus-2010-18305	1	Conditionnement	1 btle	45,00		-	45,00 €/btle	-	-	
champagne-larmandier-bernier-1er-cru-terre-de-vertus-2010-18305	2	Conditionnement	3 btle	135,00		-	45,00 €/btle	-	-	
champagne-larmandier-bernier-1er-cru-terre-de-vertus-2010-18305	3	Conditionnement	6 btle	270,00		-	45,00 €/btle	-	-	
champagne-gustave-roche-brut-16494	1	Conditionnement	1 demi	12,00		-	12,00 €/demi	-	-	
