domaine-de-l-obrieu-15	1	Cépages	Grenache, Syrah		
domaine-de-l-obrieu-15	2	Propriétaire/Domaine	Domaine de l'Obrieu		
domaine-de-l-obrieu-15	3	Millésime	2015		
domaine-de-l-obrieu-15	4	Région	Vallée du Rhône		
domaine-de-l-obrieu-15	5	Pays	France		
domaine-de-l-obrieu-15	6	Type	Vin		
domaine-de-l-obrieu-15	7	Couleur	Rouge		
domaine-de-l-obrieu-15	8	Contenance (cl)	75 cl		
domaine-de-l-obrieu-15	9	Degré d'alcool	15%		
domaine-de-l-obrieu-15	10	Appellation	Côtes du Rhône Villages		
domaine-de-l-obrieu-15	11	Producteur	Louis Bernard		
philipponnat-royale-reserve	1	Cépages	Chardonnay, Pinot noir,  Pinot Meunier		
philipponnat-royale-reserve	2	Propriétaire/Domaine	Maison Philipponnat		
philipponnat-royale-reserve	3	Région	Champagne		
philipponnat-royale-reserve	4	Pays	France		
philipponnat-royale-reserve	5	Type	Champagne		
philipponnat-royale-reserve	6	Couleur	Blanc		
philipponnat-royale-reserve	7	Contenance (cl)	75 cl		
philipponnat-royale-reserve	8	Degré d'alcool	12%		
philipponnat-royale-reserve	9	Appellation	Champagne Brut		
philipponnat-royale-reserve	10	Producteur	Maison Philipponnat		
dopff-signature-2016-magnum	1	Cépages	Gewurztraminer (100%)		
dopff-signature-2016-magnum	2	Millésime	2016		
dopff-signature-2016-magnum	3	Région	Alsace		
dopff-signature-2016-magnum	4	Pays	France		
dopff-signature-2016-magnum	5	Type	Vin		
dopff-signature-2016-magnum	6	Couleur	Blanc		
dopff-signature-2016-magnum	7	Contenance (cl)	150 cl		
dopff-signature-2016-magnum	8	Degré d'alcool	13%		
dopff-signature-2016-magnum	9	Appellation	Alsace Gewurztraminer		
dopff-signature-2016-magnum	10	Producteur	Dopff au Moulin		
75-aoc-alsace-pinot-blanc-bio-2015-c6	1	Cépages	Pinot Blanc		
75-aoc-alsace-pinot-blanc-bio-2015-c6	2	Propriétaire/Domaine	Domaine Jean Becker		
75-aoc-alsace-pinot-blanc-bio-2015-c6	3	Millésime	2015		
75-aoc-alsace-pinot-blanc-bio-2015-c6	4	Région	Alsace		
75-aoc-alsace-pinot-blanc-bio-2015-c6	5	Pays	France		
75-aoc-alsace-pinot-blanc-bio-2015-c6	6	Type	Vin		
75-aoc-alsace-pinot-blanc-bio-2015-c6	7	Couleur	Blanc		
75-aoc-alsace-pinot-blanc-bio-2015-c6	8	Contenance (cl)	75 cl		
75-aoc-alsace-pinot-blanc-bio-2015-c6	9	Degré d'alcool	13.5%		
75-aoc-alsace-pinot-blanc-bio-2015-c6	10	Appellation	Alsace Pinot Blanc		
domaine-jean-becker-schoenenbourg-2015	1	Cépages	Gewurztraminer		
domaine-jean-becker-schoenenbourg-2015	2	Propriétaire/Domaine	Domaine Jean Becker Schoenenbourg		
domaine-jean-becker-schoenenbourg-2015	3	Millésime	2015		
domaine-jean-becker-schoenenbourg-2015	4	Région	Alsace		
domaine-jean-becker-schoenenbourg-2015	5	Pays	France		
domaine-jean-becker-schoenenbourg-2015	6	Type	Vin		
domaine-jean-becker-schoenenbourg-2015	7	Couleur	Blanc		
domaine-jean-becker-schoenenbourg-2015	8	Contenance (cl)	75 cl		
domaine-jean-becker-schoenenbourg-2015	9	Degré d'alcool	13.5%		
domaine-jean-becker-schoenenbourg-2015	10	Appellation	Alsace Gewurztraminer Grand Cru		
domaine-edmond-rentz-les-murets-16	1	Cépages	Gewurztraminer (100%)		
domaine-edmond-rentz-les-murets-16	2	Propriétaire/Domaine	Domaine Edmond Rentz		
domaine-edmond-rentz-les-murets-16	3	Millésime	2016		
domaine-edmond-rentz-les-murets-16	4	Région	Alsace		
domaine-edmond-rentz-les-murets-16	5	Pays	France		
domaine-edmond-rentz-les-murets-16	6	Type	Vin		
domaine-edmond-rentz-les-murets-16	7	Couleur	Blanc		
domaine-edmond-rentz-les-murets-16	8	Contenance (cl)	75 cl		
domaine-edmond-rentz-les-murets-16	9	Appellation	Alsace		
domaine-edmond-rentz-les-murets-16	10	Producteur	Rentz et fils		
chateau-le-virou-vieilles-vignes-2015	1	Cépages	Cabernet Franc, Cabernet Sauvignon, Merlot		
chateau-le-virou-vieilles-vignes-2015	2	Propriétaire/Domaine	Château Le Virou "Vieilles Vignes"		
chateau-le-virou-vieilles-vignes-2015	3	Millésime	2015		
chateau-le-virou-vieilles-vignes-2015	4	Région	Bordeaux		
chateau-le-virou-vieilles-vignes-2015	5	Pays	France		
chateau-le-virou-vieilles-vignes-2015	6	Type	Vin		
chateau-le-virou-vieilles-vignes-2015	7	Couleur	Rouge		
chateau-le-virou-vieilles-vignes-2015	8	Contenance (cl)	75 cl		
chateau-le-virou-vieilles-vignes-2015	9	Degré d'alcool	14%		
chateau-le-virou-vieilles-vignes-2015	10	Appellation	Blaye-Côtes-de-Bordeaux		
chateau-le-virou-vieilles-vignes-2015	11	Producteur	Pierre Jean Larraqué		
chateau-haut-lalande	1	Cépages	Cabernet Sauvignon (15%), Merlot (80%), Malbec (5%)		
chateau-haut-lalande	2	Propriétaire/Domaine	Château Haut Lalande		
chateau-haut-lalande	3	Millésime	2014		
chateau-haut-lalande	4	Région	Bordeaux		
chateau-haut-lalande	5	Pays	France		
chateau-haut-lalande	6	Type	Vin		
chateau-haut-lalande	7	Couleur	Rouge		
chateau-haut-lalande	8	Contenance (cl)	75 cl		
chateau-haut-lalande	9	Degré d'alcool	13,5%		
chateau-haut-lalande	10	Appellation	Blaye-Côtes-de-Bordeaux		
chateau-haut-lalande	11	Producteur	Famille Raimond		
cuvee-angelique-2016	1	Cépages	Riesling		
cuvee-angelique-2016	2	Millésime	2016		
cuvee-angelique-2016	3	Région	Alsace		
cuvee-angelique-2016	4	Pays	France		
cuvee-angelique-2016	5	Type	Vin		
cuvee-angelique-2016	6	Couleur	Blanc		
cuvee-angelique-2016	7	Contenance (cl)	75 cl		
cuvee-angelique-2016	8	Degré d'alcool	12,5%		
cuvee-angelique-2016	9	Appellation	Alsace		
cuvee-angelique-2016	10	Producteur	Domaine Fernand Engel		
chateau-le-grand-moulin-2015	1	Cépages	Cabernet Franc, Merlot, Malbec		
chateau-le-grand-moulin-2015	2	Propriétaire/Domaine	Château le Grand Moulin		
chateau-le-grand-moulin-2015	3	Millésime	2015		
chateau-le-grand-moulin-2015	4	Région	Bordeaux		
chateau-le-grand-moulin-2015	5	Pays	France		
chateau-le-grand-moulin-2015	6	Type	Vin		
chateau-le-grand-moulin-2015	7	Couleur	Rouge		
chateau-le-grand-moulin-2015	8	Contenance (cl)	75 cl		
chateau-le-grand-moulin-2015	9	Degré d'alcool	13°		
chateau-le-grand-moulin-2015	10	Appellation	Blaye-Côtes-de-Bordeaux		
chateau-le-grand-moulin-2015	11	Producteur	Jean François Réaud		
chateau-samonac-reflets-de-france-2014	1	Cépages	Cabernet Franc, Cabernet Sauvignon, Merlot, Malbec		
chateau-samonac-reflets-de-france-2014	2	Propriétaire/Domaine	Château Samonac "Reflets de France"		
chateau-samonac-reflets-de-france-2014	3	Millésime	2014		
chateau-samonac-reflets-de-france-2014	4	Région	Bordeaux		
chateau-samonac-reflets-de-france-2014	5	Pays	France		
chateau-samonac-reflets-de-france-2014	6	Type	Vin		
chateau-samonac-reflets-de-france-2014	7	Couleur	Rouge		
chateau-samonac-reflets-de-france-2014	8	Contenance (cl)	75 cl		
chateau-samonac-reflets-de-france-2014	9	Degré d'alcool	13°		
chateau-samonac-reflets-de-france-2014	10	Appellation	Côtes de Bourg		
chateau-samonac-reflets-de-france-2014	11	Producteur	Famille Gagnerot		
chateau-laroche-2015	1	Cépages	Cabernet Sauvignon, Merlot, Malbec		
chateau-laroche-2015	2	Propriétaire/Domaine	Château Laroche		
chateau-laroche-2015	3	Millésime	2015		
chateau-laroche-2015	4	Région	Bordeaux		
chateau-laroche-2015	5	Pays	France		
chateau-laroche-2015	6	Type	Vin		
chateau-laroche-2015	7	Couleur	Rouge		
chateau-laroche-2015	8	Contenance (cl)	75 cl		
chateau-laroche-2015	9	Degré d'alcool	13,5°		
chateau-laroche-2015	10	Appellation	Côtes de Bourg		
chateau-laroche-2015	11	Producteur	Roland de Onffroy		
cote-rotie-guigal-2012	1	Cépages	Viognier, Syrah		
cote-rotie-guigal-2012	2	Millésime	2012		
